capability,family,method,path,operation_id,summary,paging,deprecated,sideload
help_center,Article Attachments,POST,/api/v2/help_center/articles/attachments,CreateAttachment,Create Unassociated Attachment,,,
help_center,Article Attachments,DELETE,/api/v2/help_center/articles/attachments/{article_attachment_id},DeleteArticleAttachment,Delete Article Attachment,,,
help_center,Article Attachments,GET,/api/v2/help_center/articles/attachments/{article_attachment_id},ShowArticleAttachmentNoArticle,Show Article Attachment,,,
help_center,Article Attachments,GET,/api/v2/help_center/articles/{article_id}/attachments,ListArticleAttachments,List Article Attachments,,,
help_center,Article Attachments,POST,/api/v2/help_center/articles/{article_id}/attachments,CreateArticleAttachment,Create Article Attachment,,,
help_center,Article Attachments,GET,/api/v2/help_center/articles/{article_id}/attachments/block,ListBlockArticleAttachments,List Article Block Attachments,,,
help_center,Article Attachments,GET,/api/v2/help_center/articles/{article_id}/attachments/inline,ListInlineArticleAttachments,List Article Inline Attachments,,,
help_center,Article Attachments,GET,/api/v2/help_center/articles/{article_id}/attachments/{article_attachment_id},ShowArticleAttachment,Show Article Attachment in Article,,,
help_center,Article Attachments,GET,/api/v2/help_center/{locale}/articles/{article_id}/attachments,ListArticleAttachmentsWithLocale,List Article Attachments by Locale,,,
help_center,Article Attachments,GET,/api/v2/help_center/{locale}/articles/{article_id}/attachments/block,ListBlockArticleAttachmentsWithLocale,List Article Block Attachments by Locale,,,
help_center,Article Attachments,GET,/api/v2/help_center/{locale}/articles/{article_id}/attachments/inline,ListInlineArticleAttachmentsWithLocale,List Article Inline Attachments by Locale,,,
help_center,Article Comments,GET,/api/v2/help_center/articles/{article_id}/comments,ListArticleCommentsNoLocale,List Article Comments,,,
help_center,Article Comments,POST,/api/v2/help_center/articles/{article_id}/comments,CreateArticleCommentNoLocale,Create Article Comment,,,
help_center,Article Comments,DELETE,/api/v2/help_center/articles/{article_id}/comments/{comment_id},DeleteArticleCommentNoLocale,Delete Article Comment,,,
help_center,Article Comments,GET,/api/v2/help_center/articles/{article_id}/comments/{comment_id},ShowArticleCommentNoLocale,Show Article Comment,,,
help_center,Article Comments,PUT,/api/v2/help_center/articles/{article_id}/comments/{comment_id},UpdateArticleCommentNoLocale,Update Article Comment,,,
help_center,Article Comments,GET,/api/v2/help_center/users/{user_id}/comments,ListArticleCommentsByUserNoLocale,List Article Comments by User,,,
help_center,Article Comments,GET,/api/v2/help_center/{locale}/articles/{article_id}/comments,ListArticleComments,List Article Comments by Locale,,,
help_center,Article Comments,POST,/api/v2/help_center/{locale}/articles/{article_id}/comments,CreateArticleComment,Create Comment,,,
help_center,Article Comments,DELETE,/api/v2/help_center/{locale}/articles/{article_id}/comments/{comment_id},DeleteComment,Delete Article Comment by Locale,,,
help_center,Article Comments,GET,/api/v2/help_center/{locale}/articles/{article_id}/comments/{comment_id},ShowComment,Show Article Comment by Locale,,,
help_center,Article Comments,PUT,/api/v2/help_center/{locale}/articles/{article_id}/comments/{comment_id},UpdateComment,Update Article Comment by Locale,,,
help_center,Article Labels,GET,/api/v2/help_center/articles/labels,ListAllArticleLabels,List All Labels,,,
help_center,Article Labels,DELETE,/api/v2/help_center/articles/labels/{label_id},DeleteLabel,Delete Label,,,
help_center,Article Labels,GET,/api/v2/help_center/articles/labels/{label_id},ShowLabel,Show Label,,,
help_center,Article Labels,GET,/api/v2/help_center/articles/{article_id}/labels,ListArticleLabelsNoLocale,List Article Labels,,,
help_center,Article Labels,POST,/api/v2/help_center/articles/{article_id}/labels,CreateArticleLabelNoLocale,Create Label,,,
help_center,Article Labels,DELETE,/api/v2/help_center/articles/{article_id}/labels/{label_id},DeleteArticleLabelNoLocale,Delete Label from Article,,,
help_center,Article Labels,GET,/api/v2/help_center/{locale}/articles/{article_id}/labels,ListArticleLabels,List Article Labels by Locale,,,
help_center,Article Labels,POST,/api/v2/help_center/{locale}/articles/{article_id}/labels,CreateArticleLabel,Create Label by Locale,,,
help_center,Article Labels,DELETE,/api/v2/help_center/{locale}/articles/{article_id}/labels/{label_id},DeleteArticleLabel,Delete Label from Article by Locale,,,
help_center,Articles,GET,/api/v2/help_center/articles,ListArticlesNoLocale,List Articles,,,
help_center,Articles,DELETE,/api/v2/help_center/articles/{article_id},ArchiveArticleNoLocale,Archive Article,,,
help_center,Articles,GET,/api/v2/help_center/articles/{article_id},ShowArticleNoLocale,Show Article,,,
help_center,Articles,PUT,/api/v2/help_center/articles/{article_id},UpdateArticleNoLocale,Update Article,,,
help_center,Articles,POST,/api/v2/help_center/articles/{article_id}/bulk_attachments,BulkAttachmentsArticlesNoLocale,Associate Attachments in Bulk to Article,,,
help_center,Articles,PUT,/api/v2/help_center/articles/{article_id}/source_locale,UpdateArticleSourceLocaleNoLocale,Update Article Source Locale,,,
help_center,Articles,GET,/api/v2/help_center/categories/{category_id}/articles,ListArticlesByCategoryNoLocale,List Articles in Category,,,
help_center,Articles,GET,/api/v2/help_center/incremental/articles,ListArticlesIncremental,List Articles Incrementally,,,
help_center,Articles,GET,/api/v2/help_center/sections/{section_id}/articles,ListArticlesBySectionNoLocale,List Articles in Section,,,
help_center,Articles,POST,/api/v2/help_center/sections/{section_id}/articles,CreateArticleBySection,Create Article in Section,,,
help_center,Articles,GET,/api/v2/help_center/users/{user_id}/articles,ListArticlesByUser,List Articles by User,,,
help_center,Articles,GET,/api/v2/help_center/{locale}/articles,ListArticles,List Articles by Locale,,,
help_center,Articles,DELETE,/api/v2/help_center/{locale}/articles/{article_id},ArchiveArticle,Archive Article by Locale,,,
help_center,Articles,GET,/api/v2/help_center/{locale}/articles/{article_id},ShowArticle,Show Article by Locale,,,
help_center,Articles,PUT,/api/v2/help_center/{locale}/articles/{article_id},UpdateArticle,Update Article by Locale,,,
help_center,Articles,POST,/api/v2/help_center/{locale}/articles/{article_id}/bulk_attachments,BulkAttachmentsArticles,Associate Attachments in Bulk to Article by Locale,,,
help_center,Articles,PUT,/api/v2/help_center/{locale}/articles/{article_id}/source_locale,UpdateArticleSourceLocale,Update Article Source Locale by Locale,,,
help_center,Articles,GET,/api/v2/help_center/{locale}/categories/{category_id}/articles,ListArticlesByCategoryWithLocale,List Articles in Category by Locale,,,
help_center,Articles,GET,/api/v2/help_center/{locale}/sections/{section_id}/articles,ListArticlesBySectionWithLocale,List Articles in Section by Locale,,,
help_center,Articles,POST,/api/v2/help_center/{locale}/sections/{section_id}/articles,CreateArticle,Create Article,,,
help_center,Categories,GET,/api/v2/help_center/categories,ListCategoriesNoLocale,List Categories,,,
help_center,Categories,POST,/api/v2/help_center/categories,CreateCategoryNoLocale,Create Category,,,
help_center,Categories,DELETE,/api/v2/help_center/categories/{category_id},DeleteCategoryNoLocale,Delete Category,,,
help_center,Categories,GET,/api/v2/help_center/categories/{category_id},ShowCategoryNoLocale,Show Category,,,
help_center,Categories,PUT,/api/v2/help_center/categories/{category_id},UpdateCategoryNoLocale,Update Category,,,
help_center,Categories,PUT,/api/v2/help_center/categories/{category_id}/source_locale,UpdateCategorySourceLocaleNoLocale,Update Category Source Locale,,,
help_center,Categories,GET,/api/v2/help_center/{locale}/categories,ListCategories,List Categories by Locale,,,
help_center,Categories,POST,/api/v2/help_center/{locale}/categories,CreateCategory,Create Category by Locale,,,
help_center,Categories,DELETE,/api/v2/help_center/{locale}/categories/{category_id},DeleteCategory,Delete Category by Locale,,,
help_center,Categories,GET,/api/v2/help_center/{locale}/categories/{category_id},ShowCategory,Show Category by Locale,,,
help_center,Categories,PUT,/api/v2/help_center/{locale}/categories/{category_id},UpdateCategory,Update Category by Locale,,,
help_center,Categories,PUT,/api/v2/help_center/{locale}/categories/{category_id}/source_locale,UpdateCategorySourceLocale,Update Category Source Locale by Locale,,,
help_center,Content Subscriptions,GET,/api/v2/community/posts/{post_id}/subscriptions,ListPostSubscriptions,List Post Subscriptions,,,
help_center,Content Subscriptions,POST,/api/v2/community/posts/{post_id}/subscriptions,CreatePostSubscription,Create Post Subscription,,,
help_center,Content Subscriptions,DELETE,/api/v2/community/posts/{post_id}/subscriptions/{subscription_id},DeletePostSubscription,Delete Post Subscription,,,
help_center,Content Subscriptions,GET,/api/v2/community/posts/{post_id}/subscriptions/{subscription_id},ShowPostSubscription,Show Post Subscription,,,
help_center,Content Subscriptions,GET,/api/v2/community/topics/{topic_id}/subscriptions,ListTopicSubscriptions,List Topic Subscriptions,,,
help_center,Content Subscriptions,POST,/api/v2/community/topics/{topic_id}/subscriptions,CreateTopicSubscription,Create Topic Subscription,,,
help_center,Content Subscriptions,DELETE,/api/v2/community/topics/{topic_id}/subscriptions/{subscription_id},DeleteTopicSubscription,Delete Topic Subscription,,,
help_center,Content Subscriptions,GET,/api/v2/community/topics/{topic_id}/subscriptions/{subscription_id},ShowTopicSubscription,Show Topic Subscription,,,
help_center,Content Subscriptions,PUT,/api/v2/community/topics/{topic_id}/subscriptions/{subscription_id},UpdateTopicSubscription,Update Topic Subscription,,,
help_center,Content Subscriptions,GET,/api/v2/help_center/articles/{article_id}/subscriptions,ListArticleSubscriptionsNoLocale,List Article Subscriptions,,,
help_center,Content Subscriptions,POST,/api/v2/help_center/articles/{article_id}/subscriptions,CreateArticleSubscriptionNoLocale,Create Article Subscription,,,
help_center,Content Subscriptions,DELETE,/api/v2/help_center/articles/{article_id}/subscriptions/{subscription_id},DeleteArticleSubscriptionNoLocale,Delete Article Subscription,,,
help_center,Content Subscriptions,GET,/api/v2/help_center/articles/{article_id}/subscriptions/{subscription_id},ShowArticleSubscriptionNoLocale,Show Article Subscription,,,
help_center,Content Subscriptions,GET,/api/v2/help_center/sections/{section_id}/subscriptions,ListSectionSubscriptionsNoLocale,List Section Subscriptions,,,
help_center,Content Subscriptions,POST,/api/v2/help_center/sections/{section_id}/subscriptions,CreateSectionSubscriptionNoLocale,Create Section Subscription,,,
help_center,Content Subscriptions,DELETE,/api/v2/help_center/sections/{section_id}/subscriptions/{subscription_id},DeleteSectionSubscriptionNoLocale,Delete Section Subscription,,,
help_center,Content Subscriptions,GET,/api/v2/help_center/sections/{section_id}/subscriptions/{subscription_id},ShowSectionSubscriptionNoLocale,Show Section Subscription,,,
help_center,Content Subscriptions,GET,/api/v2/help_center/users/{user_id}/subscriptions,ListContentSubscriptionsByUserId,List Content Subscriptions By User,,,
help_center,Content Subscriptions,GET,/api/v2/help_center/{locale}/articles/{article_id}/subscriptions,ListArticleSubscriptions,List Article Subscriptions by Locale,,,
help_center,Content Subscriptions,POST,/api/v2/help_center/{locale}/articles/{article_id}/subscriptions,CreateArticleSubscription,Create Article Subscription by Locale,,,
help_center,Content Subscriptions,DELETE,/api/v2/help_center/{locale}/articles/{article_id}/subscriptions/{subscription_id},DeleteArticleSubscription,Delete Article Subscription by Locale,,,
help_center,Content Subscriptions,GET,/api/v2/help_center/{locale}/articles/{article_id}/subscriptions/{subscription_id},ShowArticleSubscription,Show Article Subscription by Locale,,,
help_center,Content Subscriptions,GET,/api/v2/help_center/{locale}/sections/{section_id}/subscriptions,ListSectionSubscriptions,List Section Subscriptions by Locale,,,
help_center,Content Subscriptions,POST,/api/v2/help_center/{locale}/sections/{section_id}/subscriptions,CreateSectionSubscription,Create Section Subscription by Locale,,,
help_center,Content Subscriptions,DELETE,/api/v2/help_center/{locale}/sections/{section_id}/subscriptions/{subscription_id},DeleteSectionSubscription,Delete Section Subscription by Locale,,,
help_center,Content Subscriptions,GET,/api/v2/help_center/{locale}/sections/{section_id}/subscriptions/{subscription_id},ShowSectionSubscription,Show Section Subscription by Locale,,,
help_center,Help Center Search,GET,/api/v2/guide/search,UnifiedSearch,Unified Search,,,
help_center,Help Center Search,GET,/api/v2/help_center/articles/embeddable_search,EmbeddableArticleSearch,Embeddable Widget Search,offset,,
help_center,Help Center Search,GET,/api/v2/help_center/articles/search,ArticleSearch,Search Articles,,,
help_center,Help Center Search,GET,/api/v2/help_center/community_posts/search,CommunityPostSearch,Search Posts,,,
help_center,Help Center Search,GET,/api/v2/help_center/deflection/suggestions,ListDeflectionSuggestions,List Suggested Articles,,,
help_center,Help Center Search,GET,/hc/api/v2/articles/featured,ListFeaturedArticles,List Featured Articles,,,
help_center,Help Center Sessions,GET,/api/v2/help_center/sessions,ShowHelpCenterSession,Show Help Center Session,,,
help_center,Post Comments,GET,/api/v2/community/posts/{post_id}/comments,ListPostComments,List Comments,,,
help_center,Post Comments,POST,/api/v2/community/posts/{post_id}/comments,CreatePostComment,Create Post Comment,,,
help_center,Post Comments,DELETE,/api/v2/community/posts/{post_id}/comments/{post_comment_id},DeletePostComment,Delete Comment,,,
help_center,Post Comments,GET,/api/v2/community/posts/{post_id}/comments/{post_comment_id},ShowPostComment,Show Comment,,,
help_center,Post Comments,PUT,/api/v2/community/posts/{post_id}/comments/{post_comment_id},UpdatePostComment,Update Comment,,,
help_center,Post Comments,GET,/api/v2/community/users/{user_id}/comments,ListPostCommentsByUserNoLocale,List Post Comments by User,,,
help_center,Post Comments,GET,/api/v2/help_center/{locale}/community/posts/{post_id}/comments/{post_comment_id},ShowPostCommentByLocale,Show Post Comment by Locale,,,
help_center,Posts,GET,/api/v2/community/posts,ListPosts,List Posts,,,
help_center,Posts,POST,/api/v2/community/posts,CreatePost,Create Post,,,
help_center,Posts,DELETE,/api/v2/community/posts/{post_id},DeletePost,Delete Post,,,
help_center,Posts,GET,/api/v2/community/posts/{post_id},ShowPost,Show Post,,,
help_center,Posts,PUT,/api/v2/community/posts/{post_id},UpdatePost,Update Post,,,
help_center,Posts,GET,/api/v2/community/topics/{topic_id}/posts,ListPostsByTopicNoLocale,List Posts in Topic,,,
help_center,Posts,GET,/api/v2/community/users/{user_id}/posts,ListPostsByUserNoLocale,List Posts by User,,,
help_center,Sections,GET,/api/v2/help_center/categories/{category_id}/sections,ListSectionsByCategory,List Sections in Category,,,
help_center,Sections,POST,/api/v2/help_center/categories/{category_id}/sections,CreateSectionByCategory,Create Section in Category,,,
help_center,Sections,GET,/api/v2/help_center/sections,ListSectionsNoLocale,List Sections,,,
help_center,Sections,DELETE,/api/v2/help_center/sections/{section_id},DeleteSectionNoLocale,Delete Section,,,
help_center,Sections,GET,/api/v2/help_center/sections/{section_id},ShowSectionNoLocale,Show Section,,,
help_center,Sections,PUT,/api/v2/help_center/sections/{section_id},UpdateSectionNoLocale,Update Section,,,
help_center,Sections,PUT,/api/v2/help_center/sections/{section_id}/source_locale,UpdateSectionSourceLocaleNoLocale,Update Section Source Locale,,,
help_center,Sections,GET,/api/v2/help_center/{locale}/categories/{category_id}/sections,ListSectionsByCategoryWithLocale,List Sections in Category by Locale,,,
help_center,Sections,POST,/api/v2/help_center/{locale}/categories/{category_id}/sections,CreateSection,Create Section,,,
help_center,Sections,GET,/api/v2/help_center/{locale}/sections,ListSections,List Sections by Locale,,,
help_center,Sections,DELETE,/api/v2/help_center/{locale}/sections/{section_id},DeleteSection,Delete Section by Locale,,,
help_center,Sections,GET,/api/v2/help_center/{locale}/sections/{section_id},ShowSection,Show Section by Locale,,,
help_center,Sections,PUT,/api/v2/help_center/{locale}/sections/{section_id},UpdateSection,Update Section by Locale,,,
help_center,Sections,PUT,/api/v2/help_center/{locale}/sections/{section_id}/source_locale,UpdateSectionSourceLocale,Update Section Source Locale by Locale,,,
help_center,Service Catalog Items,GET,/api/v2/help_center/service_catalog/items,ListAllServiceCatalogItems,List Service Catalog Items,,,
help_center,Service Catalog Items,GET,/api/v2/help_center/service_catalog/items/search,SearchServiceCatalogItems,Search Service Catalog Items,,,
help_center,Service Catalog Items,GET,/api/v2/help_center/service_catalog/items/{item_id},ShowServiceCatalogItem,Show Service Catalog Item,,,
help_center,Topics,GET,/api/v2/community/topics,ListTopics,List Topics,,,
help_center,Topics,POST,/api/v2/community/topics,CreateTopic,Create Topic,,,
help_center,Topics,DELETE,/api/v2/community/topics/{topic_id},DeleteTopic,Delete Topic,,,
help_center,Topics,GET,/api/v2/community/topics/{topic_id},ShowTopic,Show Topic,,,
help_center,Topics,PUT,/api/v2/community/topics/{topic_id},UpdateTopic,Update Topic,,,
help_center,Translations,GET,/api/v2/help_center/articles/{article_id}/translations,ListTranslations,List Translations,,,
help_center,Translations,POST,/api/v2/help_center/articles/{article_id}/translations,CreateTranslation,Create Translation,,,
help_center,Translations,GET,/api/v2/help_center/articles/{article_id}/translations/missing,ListMissingTranslations,List Missing Translations,,,
help_center,Translations,GET,/api/v2/help_center/articles/{article_id}/translations/{locale},ShowTranslation,Show Translation,,,
help_center,Translations,PUT,/api/v2/help_center/articles/{article_id}/translations/{locale},UpdateTranslation,Update Translation,,,
help_center,Translations,GET,/api/v2/help_center/categories/{category_id}/translations,ListTranslationsByCategoryNoLocale,List Category Translations,,,
help_center,Translations,POST,/api/v2/help_center/categories/{category_id}/translations,CreateTranslationByCategoryNoLocale,Create Category Translation,,,
help_center,Translations,GET,/api/v2/help_center/categories/{category_id}/translations/missing,ListMissingTranslationsByCategory,List Missing Category Translations,,,
help_center,Translations,GET,/api/v2/help_center/categories/{category_id}/translations/{locale},ShowTranslationByCategoryNoLocale,Show Category Translation,,,
help_center,Translations,PUT,/api/v2/help_center/categories/{category_id}/translations/{locale},UpdateTranslationByCategoryNoLocale,Update Category Translation,,,
help_center,Translations,GET,/api/v2/help_center/locales,ListLocales,List Enabled Locales and Default Locale,,,
help_center,Translations,GET,/api/v2/help_center/sections/{section_id}/translations,ListTranslationsBySectionNoLocale,List Section Translations,,,
help_center,Translations,POST,/api/v2/help_center/sections/{section_id}/translations,CreateTranslationBySectionNoLocale,Create Section Translation,,,
help_center,Translations,GET,/api/v2/help_center/sections/{section_id}/translations/missing,ListMissingTranslationsBySection,List Missing Section Translations,,,
help_center,Translations,GET,/api/v2/help_center/sections/{section_id}/translations/{locale},ShowTranslationBySectionNoLocale,Show Section Translation,,,
help_center,Translations,PUT,/api/v2/help_center/sections/{section_id}/translations/{locale},UpdateTranslationBySectionNoLocale,Update Section Translation,,,
help_center,Translations,DELETE,/api/v2/help_center/translations/{translation_id},DeleteTranslation,Delete Translation,,,
help_center,User Images,POST,/api/v2/guide/user_images,CreateUserImage,Create Image Path,,,
help_center,User Images,POST,/api/v2/guide/user_images/uploads,RequestUserImageUpload,Create Image Upload URL and Token,,,
help_center,User Segments,GET,/api/v2/help_center/user_segments,ListUserSegments,List User Segments,,,
help_center,User Segments,POST,/api/v2/help_center/user_segments,CreateUserSegment,Create User Segment,,,
help_center,User Segments,GET,/api/v2/help_center/user_segments/applicable,ListUserSegmentsApplicable,List Applicable User Segments,,,
help_center,User Segments,DELETE,/api/v2/help_center/user_segments/{user_segment_id},DeleteUserSegment,Delete User Segment,,,
help_center,User Segments,GET,/api/v2/help_center/user_segments/{user_segment_id},ShowUserSegment,Show User Segment,,,
help_center,User Segments,PUT,/api/v2/help_center/user_segments/{user_segment_id},UpdateUserSegment,Update User Segment,,,
help_center,User Segments,GET,/api/v2/help_center/user_segments/{user_segment_id}/sections,ListUserSegmentSections,List Sections with User Segment,,,
help_center,User Segments,GET,/api/v2/help_center/user_segments/{user_segment_id}/topics,ListUserSegmentTopics,List Topics with User Segment,,,
help_center,User Segments,GET,/api/v2/help_center/users/{user_id}/user_segments,ListUserSegmentsByUser,List User Segments by User,,,
help_center,User Subscriptions,GET,/api/v2/help_center/users/{user_id}/user_subscriptions,ListUserSubscriptionsByUserId,List User Subscriptions By User,,,
help_center,User Subscriptions,POST,/api/v2/help_center/users/{user_id}/user_subscriptions,CreateUserSubscriptionByUserId,Create User Subscription,,,
help_center,User Subscriptions,DELETE,/api/v2/help_center/users/{user_id}/user_subscriptions/{subscription_id},DeleteUserSubscriptionByUserId,Delete User Subscription,,,
help_center,Votes,POST,/api/v2/community/posts/{post_id}/comments/{comment_id}/down,DownvotePostComment,Downvote Post Comment,,,
help_center,Votes,POST,/api/v2/community/posts/{post_id}/comments/{comment_id}/up,UpvotePostComment,Upvote Post Comment,,,
help_center,Votes,GET,/api/v2/community/posts/{post_id}/comments/{comment_id}/votes,ListPostCommentVotes,List Post Comment Votes,,,
help_center,Votes,POST,/api/v2/community/posts/{post_id}/down,DownvotePost,Downvote Post,,,
help_center,Votes,POST,/api/v2/community/posts/{post_id}/up,UpvotePost,Upvote Post,,,
help_center,Votes,GET,/api/v2/community/posts/{post_id}/votes,ListPostVotes,List Post Votes,,,
help_center,Votes,POST,/api/v2/help_center/articles/{article_id}/comments/{comment_id}/down,DownvoteArticleCommentNoLocale,Downvote Article Comment,,,
help_center,Votes,POST,/api/v2/help_center/articles/{article_id}/comments/{comment_id}/up,UpvoteArticleCommentNoLocale,Upvote Article Comment,,,
help_center,Votes,GET,/api/v2/help_center/articles/{article_id}/comments/{comment_id}/votes,ListArticleCommentVotesNoLocale,List Article Comment Votes,,,
help_center,Votes,POST,/api/v2/help_center/articles/{article_id}/down,DownvoteArticleNoLocale,Downvote Article,,,
help_center,Votes,POST,/api/v2/help_center/articles/{article_id}/up,UpvoteArticleNoLocale,Upvote Article,,,
help_center,Votes,GET,/api/v2/help_center/articles/{article_id}/votes,ListArticleVotesNoLocale,List Article Votes,,,
help_center,Votes,GET,/api/v2/help_center/users/{user_id}/votes,ListUserVotes,List Votes by User,,,
help_center,Votes,GET,/api/v2/help_center/votes,ListVotesNoUser,List All Votes,,,
help_center,Votes,DELETE,/api/v2/help_center/votes/{vote_id},DeleteVote,Delete Vote,,,
help_center,Votes,GET,/api/v2/help_center/votes/{vote_id},ShowVote,Show Vote,,,
help_center,Votes,GET,/api/v2/help_center/{locale}/articles/{article_id}/comments/{comment_id}/votes,ListArticleCommentVotesWithLocale,List Article Comment Votes by Locale,,,
help_center,Votes,POST,/api/v2/help_center/{locale}/articles/{article_id}/up,CreateArticleUpVote,Create Vote,,,
help_center,Votes,GET,/api/v2/help_center/{locale}/articles/{article_id}/votes,ListArticleVotesWithLocale,List Article Votes by Locale,,,
ticketing,API Tokens,GET,/api/v2/api_tokens,ListApiTokens,List API Tokens,,yes,
ticketing,API Tokens,POST,/api/v2/api_tokens,CreateApiToken,Create API Token,,yes,
ticketing,API Tokens,DELETE,/api/v2/api_tokens/{id},DeleteApiToken,Delete API Token,,yes,
ticketing,API Tokens,PUT,/api/v2/api_tokens/{id},UpdateApiToken,Update API Token,,yes,
ticketing,Account Settings,GET,/api/v2/account/email_settings,GetAccountEmailSettings,Show Email Settings,,,
ticketing,Account Settings,PUT,/api/v2/account/email_settings,UpdateAccountEmailSettings,Update Email Settings,,,
ticketing,Account Settings,GET,/api/v2/account/settings,ShowAccountSettings,Show Settings,,,
ticketing,Account Settings,PUT,/api/v2/account/settings,UpdateAccountSettings,Update Account Settings,,,
ticketing,Activity Stream,GET,/api/v2/activities,ListActivities,List Activities,dual,,yes
ticketing,Activity Stream,GET,/api/v2/activities/count,CountActivities,Count Activities,,,
ticketing,Activity Stream,GET,/api/v2/activities/{activity_id},ShowActivity,Show Activity,,,
ticketing,Approval Requests,GET,/api/v2/approval_requests,ListApprovalRequests,List Approval Requests,,,
ticketing,Approval Requests,POST,/api/v2/approval_requests,CreateApprovalRequest,Create Approval Request,,,
ticketing,Attachments,DELETE,/api/v2/attachments/{attachment_id},DeleteAttachment,Delete Attachment,,,
ticketing,Attachments,GET,/api/v2/attachments/{attachment_id},ShowAttachment,Show Attachment,,,
ticketing,Attachments,PUT,/api/v2/attachments/{attachment_id},UpdateAttachment,Update Attachment for Malware,,,
ticketing,Attachments,PUT,/api/v2/tickets/{ticket_id}/comments/{comment_id}/attachments/{attachment_id}/redact,RedactCommentAttachment,Redact Comment Attachment,,,
ticketing,Attachments,POST,/api/v2/uploads,UploadFiles,Upload Files,,,
ticketing,Attachments,DELETE,/api/v2/uploads/{token},DeleteUpload,Delete Upload,,,
ticketing,Audit Logs,GET,/api/v2/audit_logs,ListAuditLogs,List Audit Logs,cursor,,
ticketing,Audit Logs,POST,/api/v2/audit_logs/export,ExportAuditLogs,Export Audit Logs,,,
ticketing,Audit Logs,GET,/api/v2/audit_logs/{audit_log_id},ShowAuditLog,Show Audit Log,,,
ticketing,Automations,GET,/api/v2/automations,ListAutomations,List Automations,dual,,yes
ticketing,Automations,POST,/api/v2/automations,CreateAutomation,Create Automation,,,
ticketing,Automations,GET,/api/v2/automations/active,ListActiveAutomations,List Active Automations,,,
ticketing,Automations,DELETE,/api/v2/automations/destroy_many,BulkDeleteAutomations,Bulk Delete Automations,,,
ticketing,Automations,GET,/api/v2/automations/search,SearchAutomations,Search Automations,,,
ticketing,Automations,PUT,/api/v2/automations/update_many,UpdateManyAutomations,Update Many Automations,,,
ticketing,Automations,DELETE,/api/v2/automations/{automation_id},DeleteAutomation,Delete Automation,,,
ticketing,Automations,GET,/api/v2/automations/{automation_id},ShowAutomation,Show Automation,,,
ticketing,Automations,PUT,/api/v2/automations/{automation_id},UpdateAutomation,Update Automation,,,
ticketing,Basics,POST,/api/v2/channels/voice/agents/{agent_id}/tickets/{ticket_id}/display,OpenTicketInAgentBrowser,Open Ticket in Agent's Browser,,,
ticketing,Basics,POST,/api/v2/channels/voice/agents/{agent_id}/users/{user_id}/display,OpenUsersProfileInAgentBrowser,Open a User's Profile in an Agent's Browser,,,
ticketing,Basics,POST,/api/v2/channels/voice/tickets,CreateTicketOrVoicemailTicket,Create Ticket or Voicemail Ticket,,,
ticketing,Bookmarks,GET,/api/v2/bookmarks,ListBookmarks,List Bookmarks,,,
ticketing,Bookmarks,POST,/api/v2/bookmarks,CreateBookmark,Create Bookmark,,,
ticketing,Bookmarks,DELETE,/api/v2/bookmarks/{bookmark_id},DeleteBookmark,Delete Bookmark,,,
ticketing,Brand Agents,GET,/api/v2/brand_agents,ListBrandAgents,List Brand Agent Memberships,dual,,
ticketing,Brand Agents,DELETE,/api/v2/brand_agents/{brand_agent_id},DeleteBrandAgentById,Delete Brand Agent Membership,,,
ticketing,Brand Agents,GET,/api/v2/brand_agents/{brand_agent_id},ShowBrandAgentById,Show Brand Agent Membership,,,
ticketing,Brand Agents,GET,/api/v2/brands/{brand_id}/agents,ListBrandAgentsByBrand,List Agents By Brand,,,
ticketing,Brand Agents,GET,/api/v2/users/{user_id}/brand_agents,ListUserBrandAgents,List Brand Agent Memberships By User,,,
ticketing,Brand Agents,GET,/api/v2/users/{user_id}/brand_agents/{brand_agent_id},ShowUserBrandAgentById,Show Brand Agent Membership By User,,,
ticketing,Brands,GET,/api/v2/brands,ListBrands,List Brands,offset,,
ticketing,Brands,POST,/api/v2/brands,CreateBrand,Create Brand,,,
ticketing,Brands,GET,/api/v2/brands/check_host_mapping,CheckHostMappingValidity,Check Host Mapping Validity,,,
ticketing,Brands,DELETE,/api/v2/brands/{brand_id},DeleteBrand,Delete a Brand,,,
ticketing,Brands,GET,/api/v2/brands/{brand_id},ShowBrand,Show a Brand,,,
ticketing,Brands,PUT,/api/v2/brands/{brand_id},UpdateBrand,Update a Brand,,,
ticketing,Brands,GET,/api/v2/brands/{brand_id}/check_host_mapping,CheckHostMappingValidityForExistingBrand,Check Host Mapping Validity for an Existing Brand,,,
ticketing,Brands,DELETE,/api/v2/brands/{brand_id}/logo,DeleteBrandLogo,Delete a Brand Logo,,,
ticketing,Brands,PUT,/api/v2/brands/{brand_id}/logo,UpdateBrandLogo,Update a Brand Logo,,,
ticketing,Channel Framework,POST,/api/v2/any_channel/channelback/report_error,ReportChannelbackError,Report Channelback Error to Zendesk,,,
ticketing,Channel Framework,POST,/api/v2/any_channel/push,PushContentToSupport,Push Content to Support,,,
ticketing,Channel Framework,POST,/api/v2/any_channel/validate_token,ValidateToken,Validate Token,,,
ticketing,Conversation Log,GET,/api/v2/tickets/{ticket_id}/conversation_log,ListConversationLogForTicket,List Conversation log for Ticket,cursor,,
ticketing,Countries,GET,/api/v2/countries.json,ListCountries,List Countries and Calling Codes,,,
ticketing,Countries,GET,/api/v2/countries/{id}.json,ShowCountry,Show Country,,,
